dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
2011-05-21,2011,May,4,Saturday,Summer,Clear,7,6,1
2011-05-21,2011,May,5,Saturday,Summer,Clear,5,4,1
2011-05-21,2011,May,6,Saturday,Summer,Clear,28,22,6
2011-05-21,2011,May,7,Saturday,Summer,Clear,43,33,10
2011-05-21,2011,May,8,Saturday,Summer,Clear,126,97,29
2011-05-21,2011,May,9,Saturday,Summer,Clear,225,165,60
2011-05-21,2011,May,10,Saturday,Summer,Clear,323,201,122
2011-05-21,2011,May,11,Saturday,Summer,Clear,418,245,173
2011-05-21,2011,May,12,Saturday,Summer,Clear,493,271,222
2011-05-21,2011,May,13,Saturday,Summer,Clear,462,271,191
2011-05-21,2011,May,14,Saturday,Summer,Clear,456,269,187
2011-05-21,2011,May,15,Saturday,Summer,Clear,506,274,232
2011-05-21,2011,May,16,Saturday,Summer,Cloudy,471,267,204
2011-05-21,2011,May,17,Saturday,Summer,Cloudy,444,253,191
2011-05-21,2011,May,18,Saturday,Summer,Cloudy,444,253,191
2011-05-21,2011,May,19,Saturday,Summer,Clear,301,184,117
2011-05-21,2011,May,20,Saturday,Summer,Clear,248,164,84
2011-05-21,2011,May,21,Saturday,Summer,Clear,227,150,77
2011-05-21,2011,May,22,Saturday,Summer,Clear,204,126,78
2011-05-21,2011,May,23,Saturday,Summer,Clear,145,103,42
2011-05-22,2011,May,0,Sunday,Summer,Clear,131,100,31
2011-05-22,2011,May,1,Sunday,Summer,Clear,98,81,17
2011-05-22,2011,May,2,Sunday,Summer,Clear,68,50,18
2011-05-22,2011,May,3,Sunday,Summer,Clear,33,23,10
2011-05-22,2011,May,4,Sunday,Summer,Clear,12,9,3
2011-05-22,2011,May,5,Sunday,Summer,Clear,6,5,1
2011-05-22,2011,May,6,Sunday,Summer,Clear,18,13,5
2011-05-22,2011,May,7,Sunday,Summer,Clear,40,27,13
2011-05-22,2011,May,8,Sunday,Summer,Clear,94,65,29
2011-05-22,2011,May,9,Sunday,Summer,Clear,189,130,59
2011-05-22,2011,May,10,Sunday,Summer,Clear,305,170,135
2011-05-22,2011,May,11,Sunday,Summer,Clear,373,209,164
2011-05-22,2011,May,12,Sunday,Summer,Cloudy,401,255,146
2011-05-22,2011,May,13,Sunday,Summer,Cloudy,455,275,180
2011-05-22,2011,May,14,Sunday,Summer,Light Snow/Rain,316,191,125
2011-05-22,2011,May,15,Sunday,Summer,Cloudy,331,221,110
2011-05-22,2011,May,16,Sunday,Summer,Clear,273,201,72
2011-05-22,2011,May,17,Sunday,Summer,Clear,306,213,93
2011-05-22,2011,May,18,Sunday,Summer,Clear,358,238,120
2011-05-22,2011,May,19,Sunday,Summer,Clear,300,193,107
2011-05-22,2011,May,20,Sunday,Summer,Clear,231,174,57
2011-05-22,2011,May,21,Sunday,Summer,Clear,136,109,27
2011-05-22,2011,May,22,Sunday,Summer,Clear,121,86,35
2011-05-22,2011,May,23,Sunday,Summer,Cloudy,65,46,19
2011-05-23,2011,May,0,Monday,Summer,Cloudy,41,18,23
2011-05-23,2011,May,1,Monday,Summer,Clear,9,5,4
2011-05-23,2011,May,2,Monday,Summer,Light Snow/Rain,5,3,2
2011-05-23,2011,May,3,Monday,Summer,Light Snow/Rain,4,4,0
2011-05-23,2011,May,4,Monday,Summer,Cloudy,4,2,2
2011-05-23,2011,May,5,Monday,Summer,Cloudy,11,11,0
2011-05-23,2011,May,6,Monday,Summer,Cloudy,96,92,4
2011-05-23,2011,May,7,Monday,Summer,Cloudy,236,223,13
2011-05-23,2011,May,8,Monday,Summer,Clear,409,359,50
2011-05-23,2011,May,9,Monday,Summer,Clear,167,131,36
2011-05-23,2011,May,10,Monday,Summer,Clear,121,72,49
2011-05-23,2011,May,11,Monday,Summer,Clear,180,107,73
2011-05-23,2011,May,12,Monday,Summer,Clear,204,139,65
2011-05-23,2011,May,13,Monday,Summer,Cloudy,204,155,49
2011-05-23,2011,May,14,Monday,Summer,Cloudy,187,130,57
2011-05-23,2011,May,15,Monday,Summer,Cloudy,176,119,57
2011-05-23,2011,May,16,Monday,Summer,Cloudy,279,223,56
2011-05-23,2011,May,17,Monday,Summer,Light Snow/Rain,429,373,56
2011-05-23,2011,May,18,Monday,Summer,Clear,453,385,68
2011-05-23,2011,May,19,Monday,Summer,Clear,358,302,56
2011-05-23,2011,May,20,Monday,Summer,Clear,310,271,39
2011-05-23,2011,May,21,Monday,Summer,Clear,188,155,33
2011-05-23,2011,May,22,Monday,Summer,Clear,131,106,25
2011-05-23,2011,May,23,Monday,Summer,Cloudy,72,53,19
2011-05-24,2011,May,0,Tuesday,Summer,Cloudy,35,23,12
2011-05-24,2011,May,1,Tuesday,Summer,Cloudy,15,9,6
2011-05-24,2011,May,2,Tuesday,Summer,Cloudy,10,8,2
2011-05-24,2011,May,3,Tuesday,Summer,Cloudy,2,2,0
2011-05-24,2011,May,4,Tuesday,Summer,Clear,4,3,1
2011-05-24,2011,May,5,Tuesday,Summer,Cloudy,24,22,2
2011-05-24,2011,May,6,Tuesday,Summer,Cloudy,112,102,10
2011-05-24,2011,May,7,Tuesday,Summer,Light Snow/Rain,314,288,26
2011-05-24,2011,May,8,Tuesday,Summer,Light Snow/Rain,434,403,31
2011-05-24,2011,May,9,Tuesday,Summer,Cloudy,138,111,27
2011-05-24,2011,May,10,Tuesday,Summer,Clear,108,90,18
2011-05-24,2011,May,11,Tuesday,Summer,Clear,175,142,33
2011-05-24,2011,May,12,Tuesday,Summer,Clear,170,129,41
2011-05-24,2011,May,13,Tuesday,Summer,Clear,190,152,38
2011-05-24,2011,May,14,Tuesday,Summer,Clear,153,126,27
2011-05-24,2011,May,15,Tuesday,Summer,Light Snow/Rain,188,129,59
2011-05-24,2011,May,16,Tuesday,Summer,Clear,277,225,52
2011-05-24,2011,May,17,Tuesday,Summer,Clear,548,492,56
2011-05-24,2011,May,18,Tuesday,Summer,Clear,564,490,74
2011-05-24,2011,May,19,Tuesday,Summer,Clear,355,310,45
2011-05-24,2011,May,20,Tuesday,Summer,Clear,280,241,39
2011-05-24,2011,May,21,Tuesday,Summer,Clear,189,168,21
2011-05-24,2011,May,22,Tuesday,Summer,Light Snow/Rain,141,115,26
2011-05-24,2011,May,23,Tuesday,Summer,Light Snow/Rain,66,53,13
2011-05-25,2011,May,0,Wednesday,Summer,Light Snow/Rain,35,32,3
2011-05-25,2011,May,1,Wednesday,Summer,Light Snow/Rain,8,2,6
2011-05-25,2011,May,2,Wednesday,Summer,Cloudy,8,8,0
2011-05-25,2011,May,3,Wednesday,Summer,Clear,9,9,0
2011-05-25,2011,May,4,Wednesday,Summer,Clear,3,3,0
2011-05-25,2011,May,5,Wednesday,Summer,Clear,25,23,2
2011-05-25,2011,May,6,Wednesday,Summer,Clear,117,113,4
2011-05-25,2011,May,7,Wednesday,Summer,Clear,313,284,29
2011-05-25,2011,May,8,Wednesday,Summer,Clear,531,495,36
2011-05-25,2011,May,9,Wednesday,Summer,Clear,234,207,27
2011-05-25,2011,May,10,Wednesday,Summer,Clear,135,105,30
2011-05-25,2011,May,11,Wednesday,Summer,Clear,140,104,36
2011-05-25,2011,May,12,Wednesday,Summer,Clear,210,178,32
2011-05-25,2011,May,13,Wednesday,Summer,Clear,202,163,39
2011-05-25,2011,May,14,Wednesday,Summer,Clear,168,121,47
2011-05-25,2011,May,15,Wednesday,Summer,Clear,182,145,37
2011-05-25,2011,May,16,Wednesday,Summer,Clear,299,238,61
2011-05-25,2011,May,17,Wednesday,Summer,Clear,601,524,77
2011-05-25,2011,May,18,Wednesday,Summer,Clear,517,451,66
2011-05-25,2011,May,19,Wednesday,Summer,Clear,405,332,73
2011-05-25,2011,May,20,Wednesday,Summer,Clear,340,284,56
2011-05-25,2011,May,21,Wednesday,Summer,Clear,236,203,33
2011-05-25,2011,May,22,Wednesday,Summer,Clear,174,140,34
2011-05-25,2011,May,23,Wednesday,Summer,Clear,86,74,12
2011-05-26,2011,May,0,Thursday,Summer,Clear,45,34,11
2011-05-26,2011,May,1,Thursday,Summer,Clear,16,13,3
2011-05-26,2011,May,2,Thursday,Summer,Clear,14,7,7
2011-05-26,2011,May,3,Thursday,Summer,Clear,4,4,0
2011-05-26,2011,May,4,Thursday,Summer,Clear,2,2,0
2011-05-26,2011,May,5,Thursday,Summer,Cloudy,27,25,2
2011-05-26,2011,May,6,Thursday,Summer,Cloudy,98,94,4
2011-05-26,2011,May,7,Thursday,Summer,Cloudy,286,270,16
2011-05-26,2011,May,8,Thursday,Summer,Cloudy,489,458,31
2011-05-26,2011,May,9,Thursday,Summer,Clear,216,194,22
2011-05-26,2011,May,10,Thursday,Summer,Clear,143,94,49
2011-05-26,2011,May,11,Thursday,Summer,Clear,160,124,36
2011-05-26,2011,May,12,Thursday,Summer,Clear,194,141,53
2011-05-26,2011,May,13,Thursday,Summer,Clear,197,145,52
2011-05-26,2011,May,14,Thursday,Summer,Clear,189,145,44
2011-05-26,2011,May,15,Thursday,Summer,Cloudy,141,101,40
2011-05-26,2011,May,16,Thursday,Summer,Cloudy,291,233,58
2011-05-26,2011,May,17,Thursday,Summer,Clear,494,445,49
2011-05-26,2011,May,18,Thursday,Summer,Clear,478,404,74
2011-05-26,2011,May,19,Thursday,Summer,Clear,378,311,67
2011-05-26,2011,May,20,Thursday,Summer,Clear,322,267,55
2011-05-26,2011,May,21,Thursday,Summer,Clear,223,178,45
2011-05-26,2011,May,22,Thursday,Summer,Clear,180,157,23
2011-05-26,2011,May,23,Thursday,Summer,Clear,90,73,17
2011-05-27,2011,May,0,Friday,Summer,Clear,69,55,14
2011-05-27,2011,May,1,Friday,Summer,Clear,50,36,14
2011-05-27,2011,May,2,Friday,Summer,Clear,18,12,6
2011-05-27,2011,May,3,Friday,Summer,Clear,12,11,1
2011-05-27,2011,May,4,Friday,Summer,Clear,7,5,2
2011-05-27,2011,May,5,Friday,Summer,Clear,31,29,2
2011-05-27,2011,May,6,Friday,Summer,Clear,81,73,8
2011-05-27,2011,May,7,Friday,Summer,Clear,249,229,20
2011-05-27,2011,May,8,Friday,Summer,Clear,418,393,25
2011-05-27,2011,May,9,Friday,Summer,Clear,227,190,37
2011-05-27,2011,May,10,Friday,Summer,Clear,153,111,42
2011-05-27,2011,May,11,Friday,Summer,Cloudy,166,126,40
2011-05-27,2011,May,12,Friday,Summer,Cloudy,243,190,53
2011-05-27,2011,May,13,Friday,Summer,Clear,209,158,51
2011-05-27,2011,May,14,Friday,Summer,Clear,239,188,51
2011-05-27,2011,May,15,Friday,Summer,Clear,356,258,98
2011-05-27,2011,May,16,Friday,Summer,Cloudy,419,356,63
2011-05-27,2011,May,17,Friday,Summer,Clear,491,414,77
2011-05-27,2011,May,18,Friday,Summer,Cloudy,399,310,89
2011-05-27,2011,May,19,Friday,Summer,Light Snow/Rain,279,210,69
2011-05-27,2011,May,20,Friday,Summer,Cloudy,144,120,24
2011-05-27,2011,May,21,Friday,Summer,Clear,151,114,37
2011-05-27,2011,May,22,Friday,Summer,Clear,141,116,25
2011-05-27,2011,May,23,Friday,Summer,Clear,127,104,23
2011-05-28,2011,May,0,Saturday,Summer,Clear,94,79,15
2011-05-28,2011,May,1,Saturday,Summer,Clear,55,47,8
2011-05-28,2011,May,2,Saturday,Summer,Clear,48,35,13
2011-05-28,2011,May,3,Saturday,Summer,Clear,15,13,2
2011-05-28,2011,May,4,Saturday,Summer,Clear,4,4,0
2011-05-28,2011,May,5,Saturday,Summer,Clear,7,3,4
2011-05-28,2011,May,6,Saturday,Summer,Clear,19,16,3
2011-05-28,2011,May,7,Saturday,Summer,Clear,50,33,17
2011-05-28,2011,May,8,Saturday,Summer,Clear,102,75,27
2011-05-28,2011,May,9,Saturday,Summer,Clear,177,116,61
2011-05-28,2011,May,10,Saturday,Summer,Clear,276,166,110
2011-05-28,2011,May,11,Saturday,Summer,Clear,349,178,171
2011-05-28,2011,May,12,Saturday,Summer,Clear,358,213,145
2011-05-28,2011,May,13,Saturday,Summer,Clear,385,217,168
2011-05-28,2011,May,14,Saturday,Summer,Clear,382,210,172
2011-05-28,2011,May,15,Saturday,Summer,Clear,374,187,187
2011-05-28,2011,May,16,Saturday,Summer,Clear,402,201,201
2011-05-28,2011,May,17,Saturday,Summer,Clear,341,161,180
2011-05-28,2011,May,18,Saturday,Summer,Clear,385,212,173
2011-05-28,2011,May,19,Saturday,Summer,Clear,252,153,99
2011-05-28,2011,May,20,Saturday,Summer,Clear,196,128,68
2011-05-28,2011,May,21,Saturday,Summer,Clear,201,114,87
2011-05-28,2011,May,22,Saturday,Summer,Clear,161,115,46
2011-05-28,2011,May,23,Saturday,Summer,Clear,125,81,44
2011-05-29,2011,May,0,Sunday,Summer,Clear,83,51,32
2011-05-29,2011,May,1,Sunday,Summer,Clear,66,49,17
2011-05-29,2011,May,2,Sunday,Summer,Clear,61,49,12
2011-05-29,2011,May,3,Sunday,Summer,Clear,26,24,2
2011-05-29,2011,May,4,Sunday,Summer,Clear,23,10,13
2011-05-29,2011,May,5,Sunday,Summer,Clear,6,3,3
2011-05-29,2011,May,6,Sunday,Summer,Cloudy,15,10,5
2011-05-29,2011,May,7,Sunday,Summer,Cloudy,30,17,13
2011-05-29,2011,May,8,Sunday,Summer,Cloudy,96,62,34
2011-05-29,2011,May,9,Sunday,Summer,Cloudy,152,78,74
2011-05-29,2011,May,10,Sunday,Summer,Cloudy,251,121,130
2011-05-29,2011,May,11,Sunday,Summer,Cloudy,319,180,139
2011-05-29,2011,May,12,Sunday,Summer,Cloudy,402,186,216
2011-05-29,2011,May,13,Sunday,Summer,Clear,418,181,237
2011-05-29,2011,May,14,Sunday,Summer,Clear,351,168,183
2011-05-29,2011,May,15,Sunday,Summer,Clear,376,155,221
2011-05-29,2011,May,16,Sunday,Summer,Clear,361,167,194
2011-05-29,2011,May,17,Sunday,Summer,Clear,383,169,214
2011-05-29,2011,May,18,Sunday,Summer,Clear,328,177,151
2011-05-29,2011,May,19,Sunday,Summer,Clear,287,146,141
2011-05-29,2011,May,20,Sunday,Summer,Clear,219,128,91
2011-05-29,2011,May,21,Sunday,Summer,Clear,229,122,107
2011-05-29,2011,May,22,Sunday,Summer,Clear,171,93,78
2011-05-29,2011,May,23,Sunday,Summer,Clear,135,87,48
2011-05-30,2011,May,0,Monday,Summer,Clear,103,65,38
2011-05-30,2011,May,1,Monday,Summer,Clear,79,53,26
2011-05-30,2011,May,2,Monday,Summer,Clear,45,28,17
2011-05-30,2011,May,3,Monday,Summer,Clear,18,8,10
2011-05-30,2011,May,4,Monday,Summer,Clear,6,4,2
2011-05-30,2011,May,5,Monday,Summer,Cloudy,7,6,1
2011-05-30,2011,May,6,Monday,Summer,Cloudy,16,10,6
2011-05-30,2011,May,7,Monday,Summer,Cloudy,31,19,12
2011-05-30,2011,May,8,Monday,Summer,Cloudy,94,58,36
2011-05-30,2011,May,9,Monday,Summer,Clear,128,81,47
2011-05-30,2011,May,10,Monday,Summer,Clear,269,153,116
2011-05-30,2011,May,11,Monday,Summer,Clear,321,168,153
2011-05-30,2011,May,12,Monday,Summer,Clear,366,187,179
2011-05-30,2011,May,13,Monday,Summer,Clear,350,217,133
2011-05-30,2011,May,14,Monday,Summer,Clear,327,185,142
2011-05-30,2011,May,15,Monday,Summer,Clear,311,179,132
2011-05-30,2011,May,16,Monday,Summer,Clear,309,208,101
2011-05-30,2011,May,17,Monday,Summer,Clear,304,202,102
2011-05-30,2011,May,18,Monday,Summer,Clear,249,172,77
2011-05-30,2011,May,19,Monday,Summer,Cloudy,225,157,68
2011-05-30,2011,May,20,Monday,Summer,Clear,237,168,69
2011-05-30,2011,May,21,Monday,Summer,Clear,149,107,42
2011-05-30,2011,May,22,Monday,Summer,Clear,106,80,26
2011-05-30,2011,May,23,Monday,Summer,Clear,48,34,14
2011-05-31,2011,May,0,Tuesday,Summer,Clear,29,20,9
2011-05-31,2011,May,1,Tuesday,Summer,Clear,17,9,8
2011-05-31,2011,May,2,Tuesday,Summer,Cloudy,12,7,5
2011-05-31,2011,May,3,Tuesday,Summer,Cloudy,4,3,1
2011-05-31,2011,May,4,Tuesday,Summer,Clear,3,3,0
2011-05-31,2011,May,5,Tuesday,Summer,Clear,26,26,0
2011-05-31,2011,May,6,Tuesday,Summer,Clear,109,98,11
2011-05-31,2011,May,7,Tuesday,Summer,Clear,235,219,16
2011-05-31,2011,May,8,Tuesday,Summer,Clear,406,372,34
2011-05-31,2011,May,9,Tuesday,Summer,Clear,175,153,22
2011-05-31,2011,May,10,Tuesday,Summer,Clear,109,72,37
2011-05-31,2011,May,11,Tuesday,Summer,Clear,106,78,28
2011-05-31,2011,May,12,Tuesday,Summer,Clear,162,125,37
2011-05-31,2011,May,13,Tuesday,Summer,Clear,147,110,37
2011-05-31,2011,May,14,Tuesday,Summer,Clear,140,99,41
2011-05-31,2011,May,15,Tuesday,Summer,Clear,175,133,42
2011-05-31,2011,May,16,Tuesday,Summer,Clear,249,205,44
2011-05-31,2011,May,17,Tuesday,Summer,Clear,495,428,67
2011-05-31,2011,May,18,Tuesday,Summer,Clear,417,362,55
2011-05-31,2011,May,19,Tuesday,Summer,Clear,285,246,39
2011-05-31,2011,May,20,Tuesday,Summer,Clear,251,213,38
2011-05-31,2011,May,21,Tuesday,Summer,Clear,210,165,45
2011-05-31,2011,May,22,Tuesday,Summer,Clear,159,117,42
2011-05-31,2011,May,23,Tuesday,Summer,Clear,61,46,15
2011-06-01,2011,June,0,Wednesday,Summer,Clear,34,25,9
2011-06-01,2011,June,1,Wednesday,Summer,Clear,17,9,8
2011-06-01,2011,June,2,Wednesday,Summer,Clear,3,3,0
2011-06-01,2011,June,3,Wednesday,Summer,Clear,6,6,0
2011-06-01,2011,June,4,Wednesday,Summer,Cloudy,4,4,0
2011-06-01,2011,June,5,Wednesday,Summer,Cloudy,21,19,2
2011-06-01,2011,June,6,Wednesday,Summer,Cloudy,128,121,7
2011-06-01,2011,June,7,Wednesday,Summer,Cloudy,284,265,19
2011-06-01,2011,June,8,Wednesday,Summer,Cloudy,454,417,37
2011-06-01,2011,June,9,Wednesday,Summer,Cloudy,207,173,34
2011-06-01,2011,June,10,Wednesday,Summer,Cloudy,115,84,31
2011-06-01,2011,June,11,Wednesday,Summer,Cloudy,112,86,26
2011-06-01,2011,June,12,Wednesday,Summer,Clear,169,137,32
2011-06-01,2011,June,13,Wednesday,Summer,Clear,154,125,29
2011-06-01,2011,June,14,Wednesday,Summer,Clear,145,105,40
2011-06-01,2011,June,15,Wednesday,Summer,Clear,152,127,25
2011-06-01,2011,June,16,Wednesday,Summer,Clear,266,227,39
2011-06-01,2011,June,17,Wednesday,Summer,Clear,486,434,52
2011-06-01,2011,June,18,Wednesday,Summer,Light Snow/Rain,309,278,31
2011-06-01,2011,June,19,Wednesday,Summer,Cloudy,264,248,16
2011-06-01,2011,June,20,Wednesday,Summer,Cloudy,256,233,23
2011-06-01,2011,June,21,Wednesday,Summer,Clear,190,161,29
2011-06-01,2011,June,22,Wednesday,Summer,Clear,129,115,14
2011-06-01,2011,June,23,Wednesday,Summer,Clear,69,59,10
2011-06-02,2011,June,0,Thursday,Summer,Clear,42,31,11
2011-06-02,2011,June,1,Thursday,Summer,Clear,15,12,3
2011-06-02,2011,June,2,Thursday,Summer,Clear,6,6,0
2011-06-02,2011,June,3,Thursday,Summer,Clear,4,4,0
2011-06-02,2011,June,4,Thursday,Summer,Clear,3,3,0
2011-06-02,2011,June,5,Thursday,Summer,Clear,31,28,3
2011-06-02,2011,June,6,Thursday,Summer,Clear,113,106,7
2011-06-02,2011,June,7,Thursday,Summer,Clear,304,285,19
2011-06-02,2011,June,8,Thursday,Summer,Clear,467,442,25
2011-06-02,2011,June,9,Thursday,Summer,Clear,225,197,28
2011-06-02,2011,June,10,Thursday,Summer,Clear,139,106,33
2011-06-02,2011,June,11,Thursday,Summer,Clear,165,123,42
2011-06-02,2011,June,12,Thursday,Summer,Clear,232,193,39
2011-06-02,2011,June,13,Thursday,Summer,Clear,203,168,35
2011-06-02,2011,June,14,Thursday,Summer,Clear,185,142,43
2011-06-02,2011,June,15,Thursday,Summer,Clear,188,144,44
2011-06-02,2011,June,16,Thursday,Summer,Clear,318,255,63
2011-06-02,2011,June,17,Thursday,Summer,Clear,572,484,88
2011-06-02,2011,June,18,Thursday,Summer,Clear,525,451,74
2011-06-02,2011,June,19,Thursday,Summer,Clear,379,321,58
2011-06-02,2011,June,20,Thursday,Summer,Clear,337,286,51
2011-06-02,2011,June,21,Thursday,Summer,Clear,248,215,33
2011-06-02,2011,June,22,Thursday,Summer,Clear,155,141,14
2011-06-02,2011,June,23,Thursday,Summer,Clear,112,89,23
2011-06-03,2011,June,0,Friday,Summer,Clear,68,53,15
2011-06-03,2011,June,1,Friday,Summer,Clear,22,15,7
2011-06-03,2011,June,2,Friday,Summer,Clear,12,12,0
2011-06-03,2011,June,3,Friday,Summer,Clear,5,5,0
2011-06-03,2011,June,4,Friday,Summer,Clear,6,5,1
2011-06-03,2011,June,5,Friday,Summer,Clear,28,24,4
2011-06-03,2011,June,6,Friday,Summer,Clear,106,98,8
2011-06-03,2011,June,7,Friday,Summer,Clear,277,252,25
2011-06-03,2011,June,8,Friday,Summer,Cloudy,502,471,31
2011-06-03,2011,June,9,Friday,Summer,Clear,230,194,36
2011-06-03,2011,June,10,Friday,Summer,Clear,161,107,54
2011-06-03,2011,June,11,Friday,Summer,Clear,192,135,57
2011-06-03,2011,June,12,Friday,Summer,Clear,259,208,51
2011-06-03,2011,June,13,Friday,Summer,Clear,248,190,58
2011-06-03,2011,June,14,Friday,Summer,Clear,240,174,66
2011-06-03,2011,June,15,Friday,Summer,Clear,212,156,56
2011-06-03,2011,June,16,Friday,Summer,Clear,349,286,63
2011-06-03,2011,June,17,Friday,Summer,Clear,558,485,73
2011-06-03,2011,June,18,Friday,Summer,Clear,564,488,76
2011-06-03,2011,June,19,Friday,Summer,Clear,391,338,53
2011-06-03,2011,June,20,Friday,Summer,Clear,293,236,57
2011-06-03,2011,June,21,Friday,Summer,Clear,247,196,51
2011-06-03,2011,June,22,Friday,Summer,Clear,171,145,26
2011-06-03,2011,June,23,Friday,Summer,Clear,171,141,30
2011-06-04,2011,June,0,Saturday,Summer,Clear,93,69,24
2011-06-04,2011,June,1,Saturday,Summer,Clear,94,80,14
2011-06-04,2011,June,2,Saturday,Summer,Clear,59,41,18
2011-06-04,2011,June,3,Saturday,Summer,Clear,18,10,8
2011-06-04,2011,June,4,Saturday,Summer,Clear,15,11,4
2011-06-04,2011,June,5,Saturday,Summer,Clear,8,5,3
2011-06-04,2011,June,6,Saturday,Summer,Clear,28,17,11
2011-06-04,2011,June,7,Saturday,Summer,Clear,87,60,27
2011-06-04,2011,June,8,Saturday,Summer,Clear,125,96,29
2011-06-04,2011,June,9,Saturday,Summer,Clear,224,169,55
2011-06-04,2011,June,10,Saturday,Summer,Clear,317,202,115
2011-06-04,2011,June,11,Saturday,Summer,Clear,369,249,120
2011-06-04,2011,June,12,Saturday,Summer,Clear,420,270,150
2011-06-04,2011,June,13,Saturday,Summer,Clear,456,268,188
2011-06-04,2011,June,14,Saturday,Summer,Clear,451,258,193
2011-06-04,2011,June,15,Saturday,Summer,Cloudy,404,224,180
2011-06-04,2011,June,16,Saturday,Summer,Cloudy,440,272,168
2011-06-04,2011,June,17,Saturday,Summer,Cloudy,344,202,142
2011-06-04,2011,June,18,Saturday,Summer,Cloudy,341,214,127
2011-06-04,2011,June,19,Saturday,Summer,Cloudy,285,206,79
2011-06-04,2011,June,20,Saturday,Summer,Cloudy,239,149,90
2011-06-04,2011,June,21,Saturday,Summer,Cloudy,185,139,46
2011-06-04,2011,June,22,Saturday,Summer,Clear,190,141,49
2011-06-04,2011,June,23,Saturday,Summer,Cloudy,150,121,29
2011-06-05,2011,June,0,Sunday,Summer,Clear,113,90,23
2011-06-05,2011,June,1,Sunday,Summer,Cloudy,96,70,26
2011-06-05,2011,June,2,Sunday,Summer,Cloudy,64,48,16
2011-06-05,2011,June,3,Sunday,Summer,Cloudy,47,25,22
2011-06-05,2011,June,4,Sunday,Summer,Cloudy,12,8,4
2011-06-05,2011,June,5,Sunday,Summer,Cloudy,6,5,1
2011-06-05,2011,June,6,Sunday,Summer,Cloudy,21,11,10
2011-06-05,2011,June,7,Sunday,Summer,Cloudy,27,19,8
2011-06-05,2011,June,8,Sunday,Summer,Cloudy,98,74,24
2011-06-05,2011,June,9,Sunday,Summer,Cloudy,164,111,53
2011-06-05,2011,June,10,Sunday,Summer,Cloudy,251,168,83
2011-06-05,2011,June,11,Sunday,Summer,Cloudy,335,214,121
2011-06-05,2011,June,12,Sunday,Summer,Cloudy,335,212,123
2011-06-05,2011,June,13,Sunday,Summer,Clear,367,213,154
2011-06-05,2011,June,14,Sunday,Summer,Clear,385,224,161
2011-06-05,2011,June,15,Sunday,Summer,Clear,417,256,161
2011-06-05,2011,June,16,Sunday,Summer,Clear,398,260,138
2011-06-05,2011,June,17,Sunday,Summer,Clear,390,264,126
2011-06-05,2011,June,18,Sunday,Summer,Clear,363,239,124
2011-06-05,2011,June,19,Sunday,Summer,Clear,357,249,108
2011-06-05,2011,June,20,Sunday,Summer,Clear,279,195,84
2011-06-05,2011,June,21,Sunday,Summer,Clear,165,111,54
2011-06-05,2011,June,22,Sunday,Summer,Clear,130,94,36
2011-06-05,2011,June,23,Sunday,Summer,Clear,86,61,25
2011-06-06,2011,June,0,Monday,Summer,Clear,29,18,11
2011-06-06,2011,June,1,Monday,Summer,Clear,14,5,9
2011-06-06,2011,June,2,Monday,Summer,Clear,8,4,4
2011-06-06,2011,June,3,Monday,Summer,Clear,5,3,2
2011-06-06,2011,June,4,Monday,Summer,Clear,8,4,4
2011-06-06,2011,June,5,Monday,Summer,Clear,31,24,7
2011-06-06,2011,June,6,Monday,Summer,Clear,112,101,11
2011-06-06,2011,June,7,Monday,Summer,Clear,299,281,18
2011-06-06,2011,June,8,Monday,Summer,Clear,438,410,28
2011-06-06,2011,June,9,Monday,Summer,Clear,188,162,26
2011-06-06,2011,June,10,Monday,Summer,Clear,95,64,31
2011-06-06,2011,June,11,Monday,Summer,Clear,111,72,39
2011-06-06,2011,June,12,Monday,Summer,Clear,153,128,25
2011-06-06,2011,June,13,Monday,Summer,Clear,180,152,28
2011-06-06,2011,June,14,Monday,Summer,Clear,145,99,46
2011-06-06,2011,June,15,Monday,Summer,Clear,165,127,38
2011-06-06,2011,June,16,Monday,Summer,Clear,267,233,34
2011-06-06,2011,June,17,Monday,Summer,Clear,579,516,63
2011-06-06,2011,June,18,Monday,Summer,Clear,556,500,56
2011-06-06,2011,June,19,Monday,Summer,Clear,407,343,64
2011-06-06,2011,June,20,Monday,Summer,Clear,336,277,59
2011-06-06,2011,June,21,Monday,Summer,Clear,189,160,29
2011-06-06,2011,June,22,Monday,Summer,Clear,173,137,36
2011-06-06,2011,June,23,Monday,Summer,Clear,60,55,5
2011-06-07,2011,June,0,Tuesday,Summer,Clear,20,15,5
2011-06-07,2011,June,1,Tuesday,Summer,Clear,4,2,2
2011-06-07,2011,June,2,Tuesday,Summer,Clear,5,2,3
2011-06-07,2011,June,3,Tuesday,Summer,Clear,2,1,1
2011-06-07,2011,June,4,Tuesday,Summer,Clear,5,3,2
2011-06-07,2011,June,5,Tuesday,Summer,Clear,32,30,2
2011-06-07,2011,June,6,Tuesday,Summer,Clear,126,116,10
2011-06-07,2011,June,7,Tuesday,Summer,Cloudy,334,311,23
2011-06-07,2011,June,8,Tuesday,Summer,Cloudy,477,432,45
2011-06-07,2011,June,9,Tuesday,Summer,Cloudy,217,190,27
